customer_zip_code_prefix,customer_city,customer_state,geolocation_lat,geolocation_lng,customer_count
33400,lagoa santa,MG,-19.636520104484408,-43.89965142692265,59
13040,campinas,SP,-22.93942997754596,-47.05945875329188,58
41830,salvador,BA,-13.00207261992395,-38.46302359081903,58
13820,jaguariuna,SP,-22.69294884489288,-46.98287754029338,57
35400,ouro preto,MG,-20.391011466737957,-43.507047162023525,57
22290,rio de janeiro,RJ,-22.954428429403354,-43.177074208583676,56
9371,maua,SP,-23.669872959824414,-46.47621306270232,56
22451,rio de janeiro,RJ,-22.97841522971715,-43.23772919271784,56
13348,indaiatuba,SP,-23.116399349149923,-47.23782654156258,55
30320,belo horizonte,MG,-19.96712946022024,-43.939935749372026,55
22710,rio de janeiro,RJ,-22.934576022997884,-43.37578841332682,55
35300,caratinga,MG,-19.787035607141227,-42.1378858141528,54
90010,porto alegre,RS,-30.033212764480137,-51.23143789959834,54
38610,unai,MG,-16.36381396260518,-46.89530822527895,54
29090,vitoria,ES,-20.258920613108977,-40.26756763394884,54
37550,pouso alegre,MG,-22.235082800726914,-45.93392182723873,53
22230,rio de janeiro,RJ,-22.937297973252818,-43.176889612976375,53
20551,rio de janeiro,RJ,-22.914390650925082,-43.24569874883489,53
15600,fernandopolis,SP,-20.284122537295133,-50.2497039381375,53
12243,sao jose dos campos,SP,-23.202268092167266,-45.898028480304646,53
30190,belo horizonte,MG,-19.924640007158544,-43.946121717904624,53
11070,santos,SP,-23.95674767368625,-46.34527196911746,52
39401,montes claros,MG,-16.72463312407852,-43.87247844204142,52
98700,ijui,RS,-28.38782850412007,-53.91593589989315,52
21330,rio de janeiro,RJ,-22.8828767826158,-43.36417448357049,52
11702,praia grande,SP,-24.014394674314207,-46.43835831981763,52
30310,belo horizonte,MG,-19.946634191819108,-43.92852281029642,52
22780,rio de janeiro,RJ,-22.962843790439337,-43.40116578306731,51
11045,santos,SP,-23.969746244887773,-46.32193882675136,51
22743,rio de janeiro,RJ,-22.930174278267923,-43.34644038809006,51
35519,nova serrana,MG,-19.874060044307274,-44.98701334631972,51
22750,rio de janeiro,RJ,-22.94338467090066,-43.33437919544068,51
30575,belo horizonte,MG,-19.973801098687215,-43.97264013372904,51
30150,belo horizonte,MG,-19.925953136630508,-43.9270012212083,50
20720,rio de janeiro,RJ,-22.906575946931888,-43.28819167590577,50
20260,rio de janeiro,RJ,-22.919342584449815,-43.21542322502569,50
29055,vitoria,ES,-20.300614699361464,-40.295028062533405,50
22770,rio de janeiro,RJ,-22.93691091371265,-43.36097335035081,50
11900,registro,SP,-24.498837779550897,-47.84616128650988,50
18550,boituva,SP,-23.287426948305722,-47.670586146714506,50
30170,belo horizonte,MG,-19.927104133305765,-43.94496355953479,50
11250,bertioga,SP,-23.818390396829994,-46.080623703430774,49
30380,belo horizonte,MG,-19.945831499496894,-43.95259592018934,49
20560,rio de janeiro,RJ,-22.918636000417838,-43.25724486396328,49
22260,rio de janeiro,RJ,-22.94921626511125,-43.19021396256844,49
20230,rio de janeiro,RJ,-22.91285701073433,-43.18834911843799,49
22240,rio de janeiro,RJ,-22.935263476239662,-43.187263572971155,48
31330,belo horizonte,MG,-19.877826922098706,-43.9954214291907,48
30441,belo horizonte,MG,-19.937128269211865,-43.95772185993358,48
71680,brasilia,DF,-15.846515912660097,-47.831132157490835,48
11025,santos,SP,-23.970493176810965,-46.308195291141395,47
28300,itaperuna,RJ,-21.20342798651726,-41.89346823832069,47
11700,praia grande,SP,-24.01038369810231,-46.406277006157715,47
12233,sao jose dos campos,SP,-23.2466806873142,-45.88690913568322,47
89560,videira,SC,-27.00447650803858,-51.15253710423868,47
11630,ilhabela,SP,-23.814526222798346,-45.36872586432739,46
12246,sao jose dos campos,SP,-23.216860677030184,-45.90859380488937,46
6900,embu-guacu,SP,-23.8351268270498,-46.81408628502836,46
13140,paulinia,SP,-22.76960017971,-47.150402273886904,46
20511,rio de janeiro,RJ,-22.9284131316606,-43.240538180114825,46
6454,barueri,SP,-23.495786476161292,-46.84748345253882,45
22270,rio de janeiro,RJ,-22.953082188232273,-43.18924536490677,45
11015,santos,SP,-23.95315331127147,-46.31920772096948,45
22783,rio de janeiro,RJ,-22.984082408782115,-43.44889019919411,45
33200,vespasiano,MG,-19.731097253636868,-43.94146568879755,45
24110,niteroi,RJ,-22.867915276400392,-43.09960548772942,45
22723,rio de janeiro,RJ,-22.91689708484027,-43.40278883313536,45
22231,rio de janeiro,RJ,-22.936153909752676,-43.18183226783302,45
13295,itupeva,SP,-23.15730622830591,-47.05406044642659,44
14403,franca,SP,-20.553623627436437,-47.387359118805556,44
35680,itauna,MG,-20.077863070164632,-44.576133772160524,44
88058,florianopolis,SC,-27.442895407783315,-48.40148110687639,44
6730,vargem grande paulista,SP,-23.622578843657738,-47.01272716168211,44
11750,peruibe,SP,-24.30309880267998,-46.98704897913631,44
80240,curitiba,PR,-25.448990860825592,-49.288609857292485,44
13290,louveira,SP,-23.08550507419915,-46.95954096067056,44
88220,itapema,SC,-27.104775732474042,-48.62229620137128,44
13720,sao jose do rio pardo,SP,-21.582987429934313,-46.94775856933444,44
35790,curvelo,MG,-18.76341842229983,-44.433156771319794,44
20270,rio de janeiro,RJ,-22.916244564738715,-43.21795033526529,44
88034,florianopolis,SC,-27.584002150271765,-48.501678766329036,43
13560,sao carlos,SP,-22.015004364801605,-47.89018108556098,43
41810,salvador,BA,-12.992588169568942,-38.45396828083182,43
13160,artur nogueira,SP,-22.571207861628345,-47.1657687687331,43
22221,rio de janeiro,RJ,-22.928999413639033,-43.18145032839962,43
29060,vitoria,ES,-20.28459307369061,-40.2954045601725,43
14020,ribeirao preto,SP,-21.201064692224882,-47.80236637602176,43
20271,rio de janeiro,RJ,-22.915669330916135,-43.2252134823305,42
20510,rio de janeiro,RJ,-22.930347789330725,-43.24275226487902,42
11055,santos,SP,-23.965733873195106,-46.32872174420308,42
6765,taboao da serra,SP,-23.61922208810035,-46.7740466020165,42
35160,ipatinga,MG,-19.499290040031866,-42.54717532598181,42
21230,rio de janeiro,RJ,-22.826662975624334,-43.3225314634884,42
37410,tres coracoes,MG,-21.69337082687344,-45.25976867138686,42
11040,santos,SP,-23.97231558492791,-46.31441392365002,42
20521,rio de janeiro,RJ,-22.927918848210943,-43.231972121774945,42
11730,mongagua,SP,-24.11189555747921,-46.665437421768196,42
39270,pirapora,MG,-17.340845395897375,-44.933534144970096,42
51020,recife,PE,-8.11529960929068,-34.896685076121976,42
20261,rio de janeiro,RJ,-22.92401542829238,-43.213547671608914,42
13056,campinas,SP,-22.97510045616461,-47.142925230302296,42
30431,belo horizonte,MG,-19.935486917207523,-43.9668497178044,42
12230,sao jose dos campos,SP,-23.224503345848696,-45.88784285021331,41
13211,jundiai,SP,-23.189420416902372,-46.921573347175126,41
31170,belo horizonte,MG,-19.886506529945766,-43.92385723641607,41
22450,rio de janeiro,RJ,-22.986493696399247,-43.23306806247369,41
9910,diadema,SP,-23.691342167014263,-46.62898847868135,41
87020,maringa,PR,-23.41291430618596,-51.94203814434729,41
36420,ouro branco,MG,-20.520692144641046,-43.704435469350024,41
30421,belo horizonte,MG,-19.93710598538667,-43.97631024306516,41
9820,sao bernardo do campo,SP,-23.74089677212717,-46.555203353202636,41
13480,limeira,SP,-22.570721481502535,-47.40309520372462,41
35701,sete lagoas,MG,-19.460508470366015,-44.23145971975352,40
99010,passo fundo,RS,-28.27075286645487,-52.54089769848736,40
31270,belo horizonte,MG,-19.859623931199078,-43.9556017453739,40
89900,sao miguel do oeste,SC,-26.73341376125163,-53.517529914408506,40
45810,porto seguro,BA,-16.432027097855745,-39.07562867228171,40
35430,ponte nova,MG,-20.410060488150783,-42.89881690745697,40
33600,pedro leopoldo,MG,-19.613117562252093,-44.03989226354459,40
13190,monte mor,SP,-22.944389409694327,-47.295351221518395,40
13272,valinhos,SP,-22.95160188753168,-47.00199555891176,40
11060,santos,SP,-23.962573924300305,-46.33409872636013,40
37640,extrema,MG,-22.855478223289115,-46.31950127100401,40
13054,campinas,SP,-22.97413138758236,-47.12644955885273,39
11320,sao vicente,SP,-23.97008658151104,-46.37258888672385,39
97015,santa maria,RS,-29.692576960657462,-53.81234231845419,39
57035,maceio,AL,-9.656989321235258,-35.70666800920401,39
35600,bom despacho,MG,-19.740337139221076,-45.25863430864746,39
9725,sao bernardo do campo,SP,-23.706316018037793,-46.556956230405845,39
21931,rio de janeiro,RJ,-22.809517664348768,-43.200203165434935,39
6700,cotia,SP,-23.6094999322282,-46.93280761412862,39
13084,campinas,SP,-22.823420763935182,-47.08719295680403,39
80250,curitiba,PR,-25.443619109810157,-49.27685485993967,39
11704,praia grande,SP,-24.026525667888205,-46.478236942635036,39
80730,curitiba,PR,-25.433759382431624,-49.297768497845375,39
9540,sao caetano do sul,SP,-23.624968420796606,-46.566194355285866,38
30411,belo horizonte,MG,-19.926103974036682,-43.96623487375565,38
12120,tremembe,SP,-22.97498488374376,-45.547937514535704,38
95555,capao da canoa,RS,-29.7331750608532,-50.007224042358075,38
22410,rio de janeiro,RJ,-22.98392343049867,-43.207101465917965,38
11701,praia grande,SP,-24.00892314920889,-46.41912533835565,38
46430,guanambi,BA,-14.223207197286886,-42.78339770003472,38
15400,olimpia,SP,-20.73752999199967,-48.9090364662508,38
6414,barueri,SP,-23.493551785330116,-46.87170401526879,38
13219,jundiai,SP,-23.188409628905863,-46.85398781828781,38
9090,santo andre,SP,-23.65225089983032,-46.53834444978408,38
20031,rio de janeiro,RJ,-22.909572437655488,-43.177703112986904,38
24120,niteroi,RJ,-22.88327023685682,-43.09227400558896,37
88015,florianopolis,SC,-27.589867465963366,-48.55115296520953,37
18530,tiete,SP,-23.101621006440027,-47.71181914055678,37
35930,joao monlevade,MG,-19.81470370525168,-43.170408968379526,37
30160,belo horizonte,MG,-19.927499910711955,-43.93957488042516,37
39402,montes claros,MG,-16.74032365920852,-43.84816627484434,37
20735,rio de janeiro,RJ,-22.900247004009792,-43.28620954651436,37
13092,campinas,SP,-22.89500060780138,-47.034835548930815,37
13280,vinhedo,SP,-23.03147727948153,-46.981116767869366,37
28893,rio das ostras,RJ,-22.523466670512956,-41.945624780733546,37
13201,jundiai,SP,-23.18605172347782,-46.88591474647437,37
21235,rio de janeiro,RJ,-22.83791177652518,-43.322271046058205,37
13044,campinas,SP,-22.942010639011677,-47.042321116234056,37
30180,belo horizonte,MG,-19.92641009985338,-43.94586443137012,37
20040,rio de janeiro,RJ,-22.905686000249094,-43.177156307060464,37
22470,rio de janeiro,RJ,-22.96550432697566,-43.21544841322038,37
70673,brasilia,DF,-15.800124253044523,-47.92840964784617,37
37800,guaxupe,MG,-21.305958369618207,-46.71407789047773,37
11035,santos,SP,-23.980419737383784,-46.30448134840116,37
27700,vassouras,RJ,-22.40767287308994,-43.667689767440216,37
28035,campos dos goytacazes,RJ,-21.75650602388157,-41.33204541278835,37
22713,rio de janeiro,RJ,-22.930174584016687,-43.39608391214564,36
30350,belo horizonte,MG,-19.94807647046226,-43.94761823033127,36
14790,guaira,SP,-20.3249901235719,-48.320131288780836,36
24350,niteroi,RJ,-22.940616864219162,-43.06545401112341,36
36010,juiz de fora,MG,-21.764571387448175,-43.34597324239813,36
37950,sao sebastiao do paraiso,MG,-20.91395197058557,-46.98629619076701,36
13218,jundiai,SP,-23.17397191923417,-46.852864160619646,36
93700,campo bom,RS,-29.67704500881413,-51.060403440177396,36
13920,pedreira,SP,-22.74032548616481,-46.896753691339335,36
12236,sao jose dos campos,SP,-23.250987185124412,-45.89887386715427,36
22620,rio de janeiro,RJ,-23.00947497991475,-43.334530048914964,36
75690,caldas novas,GO,-17.73942377072625,-48.6198526311481,36
47850,luis eduardo magalhaes,BA,-12.092512976501046,-45.80692672676449,36
37500,itajuba,MG,-22.42045305075037,-45.45300681310874,36
13178,sumare,SP,-22.804314962307636,-47.20596316089543,36
8290,sao paulo,SP,-23.553641778735507,-46.452661287455555,36
65075,sao luis,MA,-2.502220358616744,-44.292314166685316,36
35164,ipatinga,MG,-19.453667889493683,-42.5439422582471,36
13330,indaiatuba,SP,-23.0863391564841,-47.21688683643498,36
17800,adamantina,SP,-21.684238907966446,-51.07601533556035,36
38401,uberlandia,MG,-18.8916159627286,-48.289815516376116,36
36500,uba,MG,-21.117760548690026,-42.94287086370392,35
24030,niteroi,RJ,-22.888697457782282,-43.11830702093674,35
20950,rio de janeiro,RJ,-22.90399569141674,-43.25558609559154,35
18900,santa cruz do rio pardo,SP,-22.896328480532986,-49.624240162468844,35
26600,paracambi,RJ,-22.61483382699214,-43.705683375748585,35
13150,cosmopolis,SP,-22.641854186411003,-47.189385100712386,35
15775,santa fe do sul,SP,-20.22052678746204,-50.90342436588622,35
13360,capivari,SP,-22.997483794858958,-47.505725105505064,35
18055,sorocaba,SP,-23.497316500688548,-47.5016021640742,35
80030,curitiba,PR,-25.41703885144277,-49.26076000637535,35
13500,rio claro,SP,-22.40895214371238,-47.563680414821135,35
22430,rio de janeiro,RJ,-22.98210232841188,-43.22013314970181,35
22251,rio de janeiro,RJ,-22.945344203574265,-43.185010548945066,35
37540,santa rita do sapucai,MG,-22.247210939506797,-45.70752067761215,35
4140,sao paulo,SP,-23.606419613388436,-46.63123905005017,35
95520,osorio,RS,-29.89559160193635,-50.25566064711838,35
45400,valenca,BA,-13.367204191409803,-39.0719662526638,35
14600,sao joaquim da barra,SP,-20.585751390105457,-47.863693188164746,34
21020,rio de janeiro,RJ,-22.835828487618873,-43.27614378416555,34
15910,monte alto,SP,-21.263459220114285,-48.495496727506335,34
13206,jundiai,SP,-23.211336157869347,-46.88030293880771,34
89801,chapeco,SC,-27.09944773836892,-52.610097129674116,34
26255,nova iguacu,RJ,-22.760838936119498,-43.45665101381061,34
24020,niteroi,RJ,-22.893701145563103,-43.12041784927668,34
37470,sao lourenco,MG,-22.118180246849835,-45.05459488787902,34
22210,rio de janeiro,RJ,-22.931070810893203,-43.176115962189314,34
9895,sao bernardo do campo,SP,-23.704427404926463,-46.57017710285872,34
88780,imbituba,SC,-28.231882617674767,-48.67933195388163,34
9060,santo andre,SP,-23.665535515458668,-46.54911497019458,34
28895,rio das ostras,RJ,-22.50767872860576,-41.92492452461746,34
80060,curitiba,PR,-25.429632416666802,-49.26131687338103,34
28625,nova friburgo,RJ,-22.28303811019071,-42.53811896096648,34
13405,piracicaba,SP,-22.708702100662567,-47.664700852471455,34
30330,belo horizonte,MG,-19.944897882133578,-43.93958522933526,34
22621,rio de janeiro,RJ,-23.010803499326403,-43.3098866524811,33
12242,sao jose dos campos,SP,-23.201725128274056,-45.90668585444045,33
29175,serra,ES,-20.14021567598439,-40.19358162519008,33
80050,curitiba,PR,-25.435988026002338,-49.242692326351865,33
5145,sao paulo,SP,-23.50325736152087,-46.72035402820775,33
22461,rio de janeiro,RJ,-22.961345034096052,-43.213641388050824,33
86050,londrina,PR,-23.331336816395314,-51.177245454304625,33
90020,porto alegre,RS,-30.030589473017823,-51.22769725328026,33
31030,belo horizonte,MG,-19.906120562613197,-43.923704334179504,33
14090,ribeirao preto,SP,-21.179893192109983,-47.78842912306862,33
20530,rio de janeiro,RJ,-22.93768625306417,-43.24886943417944,33
23075,rio de janeiro,RJ,-22.877775179542617,-43.57771051289783,33
13175,sumare,SP,-22.81799186292258,-47.24110126411868,33
13083,campinas,SP,-22.816656860200855,-47.071274052071395,33
35420,mariana,MG,-20.37497229153692,-43.418085248936116,33
99700,erechim,RS,-27.63604581650499,-52.2730491223361,33
6020,osasco,SP,-23.53847816936169,-46.76162168584186,33
15900,taquaritinga,SP,-21.405278766273245,-48.50445358762052,33
13145,paulinia,SP,-22.735332235607455,-47.17665406567105,33
41720,salvador,BA,-12.969658191018034,-38.43468398606588,33
6764,taboao da serra,SP,-23.615830177735248,-46.76853282528388,33
35450,itabirito,MG,-20.25306174547873,-43.8009689283785,32
4571,sao paulo,SP,-23.6047804796032,-46.69355855742373,32
20241,rio de janeiro,RJ,-22.922006425170558,-43.18565741850953,32
35010,governador valadares,MG,-18.85534971833755,-41.946521089617654,32
86020,londrina,PR,-23.31260107304635,-51.167179746017865,32
11310,sao vicente,SP,-23.96749612845216,-46.386454598108685,32
31140,belo horizonte,MG,-19.894574207526336,-43.93123458184847,32
14021,ribeirao preto,SP,-21.213809752116315,-47.79487457172355,32
14801,araraquara,SP,-21.790782716262665,-48.185502465188435,32
35570,formiga,MG,-20.46253562176835,-45.433058998165116,32
22071,rio de janeiro,RJ,-22.980184787318848,-43.19459066773997,32
95780,montenegro,RS,-29.68780422662315,-51.467963988245124,32
16370,promissao,SP,-21.540999972045167,-49.856858452635045,32
28470,santo antonio de padua,RJ,-21.552859881634557,-42.19618878044136,32
9070,santo andre,SP,-23.64365536920469,-46.546368391966425,32
22745,rio de janeiro,RJ,-22.935058480174078,-43.333594070428546,32
13085,campinas,SP,-22.791069250515495,-47.08099870691227,32
4363,sao paulo,SP,-23.646504679681733,-46.66622567766505,32
20780,rio de janeiro,RJ,-22.8964631877728,-43.27217170225893,32
6663,itapevi,SP,-23.557647455396502,-46.93978258666853,32
22280,rio de janeiro,RJ,-22.954408685481415,-43.185650031057385,31
3572,sao paulo,SP,-23.574835967738572,-46.4968087831783,31
37704,pocos de caldas,MG,-21.79283890701778,-46.56736517999681,31
92500,guaiba,RS,-30.121449870629622,-51.336325678972145,31
24360,niteroi,RJ,-22.830988719475524,-43.03086077591251,31
13015,campinas,SP,-22.904213692481406,-47.05654899637804,31
85960,marechal candido rondon,PR,-24.554525017898506,-54.05852495786673,31
80320,curitiba,PR,-25.460581186381443,-49.29436386681011,31
8773,mogi das cruzes,SP,-23.513611625675388,-46.18967506489788,31
88036,florianopolis,SC,-27.589316882452703,-48.52246814146247,31
13484,limeira,SP,-22.555991404059693,-47.42206037839757,31
13419,piracicaba,SP,-22.729029230512737,-47.6411480898057,31
22011,rio de janeiro,RJ,-22.96400610563266,-43.17658358618979,31
9750,sao bernardo do campo,SP,-23.688118958076767,-46.55322175065388,31
5782,sao paulo,SP,-23.651293938017023,-46.76685345723278,31
80620,curitiba,PR,-25.458880971712055,-49.28489400818676,31
18150,ibiuna,SP,-23.66029740274755,-47.21680387588347,31
7190,guarulhos,SP,-23.457326156626078,-46.4971501029648,31
36016,juiz de fora,MG,-21.76801959807948,-43.35315999107657,31
30240,belo horizonte,MG,-19.929634471795293,-43.917779056903974,31
9111,santo andre,SP,-23.671209032059867,-46.49116730072022,31
13416,piracicaba,SP,-22.71690158165374,-47.64018826320613,31
20771,rio de janeiro,RJ,-22.88654522617883,-43.28157899070825,31
13185,hortolandia,SP,-22.892791605649712,-47.17384949978643,31
13506,rio claro,SP,-22.391765540585514,-47.548511125728616,30
22610,rio de janeiro,RJ,-22.99599813649958,-43.261663703422506,30
95020,caxias do sul,RS,-29.1663138115949,-51.17831394250232,30
18520,cerquilho,SP,-23.166261903785394,-47.746688703504226,30
13035,campinas,SP,-22.91163569455388,-47.0747633444191,30
36415,congonhas,MG,-20.509894537367913,-43.86168754730868,30
31035,belo horizonte,MG,-19.898268883582244,-43.9205695032957,30
7500,santa isabel,SP,-23.318322777448078,-46.22610698417855,30
95670,gramado,RS,-29.38173761566205,-50.87401159925631,30
22630,rio de janeiro,RJ,-23.010131257960495,-43.338679519974164,30
16400,lins,SP,-21.67390697021273,-49.75805943683959,30
21940,rio de janeiro,RJ,-22.81388871143013,-43.20247749638257,30
6543,santana de parnaiba,SP,-23.469944277167333,-46.848067410224196,30
9260,santo andre,SP,-23.63107584294424,-46.49643229952413,30
5017,sao paulo,SP,-23.537113672238494,-46.67967840241485,30
91910,porto alegre,RS,-30.103114340162882,-51.24261099293992,30
88200,tijucas,SC,-27.23924890910297,-48.63706692121833,30
9351,maua,SP,-23.684033795365625,-46.43879046263101,30
14500,ituverava,SP,-20.33141443592605,-47.789388483167954,30
28030,campos dos goytacazes,RJ,-21.76228712736818,-41.33987997931834,30
90040,porto alegre,RS,-30.041161395936474,-51.213660680950525,30
30720,belo horizonte,MG,-19.914323240228676,-43.975703278779804,29
31110,belo horizonte,MG,-19.90491827268254,-43.93689170249609,29
96400,bage,RS,-31.32726762241418,-54.106450230952454,29
22471,rio de janeiro,RJ,-22.967625971408513,-43.203212882392485,29
1307,sao paulo,SP,-23.55277801011571,-46.65320770049062,29
13467,americana,SP,-22.769601469495434,-47.339790488872616,29
13045,campinas,SP,-22.933999074895695,-47.0330400441391,29
13073,campinas,SP,-22.88460270536805,-47.06730188388008,29
51030,recife,PE,-8.136182613627566,-34.906439367743694,29
14620,orlandia,SP,-20.716823599737285,-47.87953500680893,29
88010,florianopolis,SC,-27.592883441504366,-48.55247105419271,29
95900,lajeado,RS,-29.46055671555411,-51.966717167345216,29
1415,sao paulo,SP,-23.55609171648326,-46.660462198375534,29
36660,alem paraiba,MG,-21.872728278244768,-42.693795195399666,29
16200,birigui,SP,-21.294953796324272,-50.34326735573279,29
17340,barra bonita,SP,-22.48619767441374,-48.559591023505334,29
22765,rio de janeiro,RJ,-22.954431333815165,-43.35527342221761,29
13202,jundiai,SP,-23.204103869609316,-46.872590096658506,29
89820,xanxere,SC,-26.876415100422566,-52.403994657794016,29
9230,santo andre,SP,-23.62057801188255,-46.5274097864033,29
18460,itarare,SP,-24.11150288205772,-49.331432729703785,29
15130,mirassol,SP,-20.814771998995393,-49.50692752488179,29
28950,armacao dos buzios,RJ,-22.766572484803717,-41.908675205986285,29
20561,rio de janeiro,RJ,-22.923671061854996,-43.27951061325535,29
13208,jundiai,SP,-23.194814317428445,-46.896799281008164,29
15015,sao jose do rio preto,SP,-20.819120747840632,-49.37902791741088,29
28930,arraial do cabo,RJ,-22.96356603137059,-42.0506509016767,29
37925,piumhii,MG,-20.46910716689903,-45.96079974138365,28
13478,americana,SP,-22.7436469198625,-47.31203571315088,28
21073,rio de janeiro,RJ,-22.850770856037,-43.27052152360208,28
13468,americana,SP,-22.754937621777128,-47.34940396715031,28
36015,juiz de fora,MG,-21.75734753091001,-43.35406013626351,28
78050,cuiaba,MT,-15.588320030897627,-56.06835682701735,28
12235,sao jose dos campos,SP,-23.23378678072191,-45.90247179987767,28
13010,campinas,SP,-22.90437708368826,-47.05895209128777,28
89300,mafra,SC,-26.12585603089477,-49.81253069564952,28
13420,piracicaba,SP,-22.73595274251212,-47.61839862005819,28
13401,piracicaba,SP,-22.752482799036017,-47.65917249272996,28
14900,itapolis,SP,-21.59434057175033,-48.8110842558583,28
27600,valenca,RJ,-22.24590640740014,-43.70711050441479,28
14300,batatais,SP,-20.892832077005902,-47.585039751459725,28
1423,sao paulo,SP,-23.5691451171934,-46.65734766505131,28
2435,sao paulo,SP,-23.480303315462383,-46.64176777956362,28
4313,sao paulo,SP,-23.63728348822799,-46.63800500644551,28
22081,rio de janeiro,RJ,-22.984441149894824,-43.19341592390328,28
7124,guarulhos,SP,-23.43363735781087,-46.53377282479948,28
29050,vitoria,ES,-20.313960622429903,-40.29874528373586,28
90050,porto alegre,RS,-30.039628920394776,-51.222633099068474,28
41820,salvador,BA,-12.982806089337007,-38.458086235346315,28
13273,valinhos,SP,-22.947210194441976,-46.97742204543267,28
28800,rio bonito,RJ,-22.711927870432564,-42.63004113951235,28
22220,rio de janeiro,RJ,-22.92956446372173,-43.17684636890966,28
22640,rio de janeiro,RJ,-23.001267617010633,-43.3355988370672,28
38411,uberlandia,MG,-18.9495189572054,-48.27629001274793,28
90035,porto alegre,RS,-30.03133220499309,-51.21280239906096,28
13400,piracicaba,SP,-22.72591927501642,-47.651635811139556,28
22050,rio de janeiro,RJ,-22.972595655601555,-43.18771945633724,28
17400,garca,SP,-22.211471483564306,-49.65862497197638,28
17900,dracena,SP,-21.48639335970809,-51.533744143993836,28
13660,porto ferreira,SP,-21.866032425983516,-47.4781017581213,28
9850,sao bernardo do campo,SP,-23.72523110437849,-46.582035021221365,28
8280,sao paulo,SP,-23.561189658844302,-46.4744858431001,28
8615,suzano,SP,-23.5478173394453,-46.29562373495021,28
9280,santo andre,SP,-23.64014377633707,-46.5161594752102,28
35180,timoteo,MG,-19.545340606723506,-42.643848513674975,28
26900,miguel pereira,RJ,-22.455516587510118,-43.47008296388347,28
38414,uberlandia,MG,-18.921397435860225,-48.32946334496327,28
78850,primavera do leste,MT,-15.542518572911545,-54.29976942741652,28
86010,londrina,PR,-23.31812709264708,-51.15713642282817,28
13080,campinas,SP,-22.852838896649487,-47.075697471660256,28
85660,dois vizinhos,PR,-25.748854265422125,-53.06008829226007,28
22441,rio de janeiro,RJ,-22.98416017609255,-43.22495474880264,27
39100,diamantina,MG,-18.240347942725787,-43.6005078626568,27
5303,sao paulo,SP,-23.527681032654787,-46.73062332314681,27
